"","EpisodeLines","Cumulative_episode","Season","Episode_no"
"13400","Fry: We missed the turn. We'll never catch them.
",63,4,9
"13401","Leela: Yes, we will. This sewer goes right under Planet Express, and it's 9pm!
",63,4,9
"13402","Farnsworth: [from bathroom] The devil take this predictable colon!
",63,4,9
"13403","Fry: Yeah!
",63,4,9
"13404","Leela: Alright!
",63,4,9
"13405","Fry: Leela, you can stop winning now. We won!
",63,4,9
"13406","Leela: I'm too short to reach the handbrake!
",63,4,9
"13407","Dwayne: That's detention!
",63,4,9
"13408","Fry: And then, and then, this giant tapeworm tried to play us for chumps but we like totally dissed Moose!
",63,4,9
"13409","Farnsworth: Yes, I'd like to meet this Moose. But, in the meantime, I have good news. I may have solved our age problem.
",63,4,9
"13410","Fry: Yay!
",63,4,9
"13411","Farnsworth: It seems the Youthasizing tar was saturated with time-altering Chronitons. A thin layer is still stuck to our DNA as well as Bender's robo, or ""RNA"".
",63,4,9
"13412","Bender: Question.
",63,4,9
"13413","Farnsworth: Yes?
",63,4,9
"13414","Bender: You stink!
",63,4,9
"13415","Farnsworth: Yes, yes. Anyhow, I've designed an oil-eating bacterium that should take the tar right off.
",63,4,9
"13416","Fry: [voice breaking] C'mon! Let's go tell Leela so we can grow up together!
",63,4,9
"13417","Leela: Thanks, Professor. But I don't want the treatment.
",63,4,9
"13418","Farnsworth: Don't you understand, you little nitwit? Unless you're treated soon, the only way to restore your true age would be to grow into it! Just as God intended.
",63,4,9
"13419","Munda: He has a point, honey. What about your job and your friends? Do you really want to abandon your old life?
",63,4,9
"13420","Leela: My old life wasn't as glamorous as my webpage made it look. All I ever wanted was to grow up here, with you. Please?
",63,4,9
"13421","Munda: Well if it's what you really want.
",63,4,9
"13422","Leela: It is. I know it is.
",63,4,9
"13423","Fry: I'll miss you, Leela. I'll come back and visit when I'm all grown up.
",63,4,9
"13424","Leela: [whispering] Bring beer.
",63,4,9
"13425","Morris: No beer till you finish your tequila!
",63,4,9
"13426","Farnsworth: [shouting] The age-restoring microbes are ready. Everyone into the bacterial spew chamber.
",63,4,9
"13427","Amy: Let's go!
",63,4,9
"13428","Bender: [sarcastic] Yes, everyone do the same thing!
",63,4,9
"13429","Farnsworth: Initiating controlled infection.
",63,4,9
"13430","Zoidberg: I'm no doctor, but this machine guy could use a lozenge.
",63,4,9
"13431","Amy: Aw, pooh! We're even younger!
",63,4,9
"13432","Farnsworth: Day-umn! The bacteria pigged-out on the tar and now they're getting freaky-deaky, spreading Chronitons throughout our systems. We're getting younger by the minute!
",63,4,9
"13433","Amy: Yikes!
",63,4,9
"13434","Zoidberg: What? I'm going to revert through all my larval stages?
",63,4,9
"13435","Farnsworth: Word! We'll all keep getting younger and younger until we suffer a fate worse than death: Pre-life ... then death.
",63,4,9
"13436","Farnsworth: I've got to stop this reverse-aging before we all shrivel up and suffer the agony of un-birth. Think, you disco duck, think!
",63,4,9
"13437","Amy: What's that squirmal under your shirt?
",63,4,9
"13438","Farnsworth: Get off me, you parasitic lamprey!
",63,4,9
"13439","Zoidberg: Oh, sure, like you need all your blood.
",63,4,9
"13440","Farnsworth: Would you all chill! I can't think with you kids cramping my style! Oh, I need a babysitter.
",63,4,9
"13441","Leela: OK, quiet time. I know, everyone pretend a goblin ate your tongue and I'll read you a story.
",63,4,9
"13442","Zoidberg: I can't see from down here, I can't.
",63,4,9
"13443","Leela: There. Today's story is from New Teen magazine. What would you rather hear about? Four-legged Chachi or tentacled Chachi?
",63,4,9
"13444","Fry: I wanna hear a space story!
",63,4,9
"13445","Leela: It's kind of a baby book. But OK. Let's see. Snow White Dwarf And The Seven Red Dwarves, Charlotte's Tholian Web, The Fountain Of Aging.
",63,4,9
"13446","Farnsworth: The Fountain of Aging? Hmm. It is just a legend. Still, they called the Tooth Fairy a legend and now he's head of the FBI.
",63,4,9
"13447","Farnsworth: Sup? Kids ready?
",63,4,9
"13448","Fry: Professy's back! [He lets go.] Ew! You smell like smoking! [He sniffs.] And drinking.
",63,4,9
"13449","Farnsworth: I had a few beers but I'm cool to drive.
",63,4,9
"13450","Leela: I wish I could come with you to say goodbye, before you all turn back in to grown-ups but I'm grounded for knocking the school over.
",63,4,9
"13451","Munda: Who cares, Leela? It was just a public school. Now go with your friends, please.
",63,4,9
"13452","Leela: No! A grounded teenager must be confined to her room!
",63,4,9
"13453","Leela: Until she sneaks out!
",63,4,9
"13454","Bender: When I grow up, I wanna be a steam shovel!
",63,4,9
"13455","Leela: According to this, the Fountain is located in the darkest, most ancient region of space, just past Teddy Bear Junction.
",63,4,9
"13456","Farnsworth: Teddy Bear Junction: The worst scum-hole in the galaxy.
",63,4,9
"13457","Farnsworth: This solar system is, like, way old.
",63,4,9
"13458","Leela: Look how high the asteroid belt is pulled up on that planet.
",63,4,9
"13459","Farnsworth: Newsflash! Everything's getting older the closer we get to that ancient, burnt-out sun.
",63,4,9
"13460","Leela: Dude, the Fountain of Aging must be on the sun itself.
",63,4,9
"13461","Farnsworth: Shut up! I was gonna say that!
",63,4,9
"13462","Leela: We've got to hurry. The kids have only one change of pants!
",63,4,9
"13463","Farnsworth: We gotta be real, real careful to stay in just long enough to make us our right ages again. [Zoidberg falls in and rapidly ages.] [shouting] Zoidberg! Get out of there!
",63,4,9
"13464","Zoidberg: [shouting] The current! It's too much, already! Help!
",63,4,9
"13465","Farnsworth: Jeepers!
",63,4,9
"13466","Leela: Zoidberg is dead!
",63,4,9
"13467","Zoidberg: No! Zoidberg's brother is dead! [Zoidberg has many heads and sits on the steps.] Funny story: I just reverted to the age where my siblings budded from me and my brother Norman split off and jumped in the fountain.
",63,4,9
"13468","Sibling #1: He always had to be the centre of attention!
",63,4,9
"13469","Sibling #2: Let him go!
",63,4,9
"13470","Leela: Oh, no! [The kids revert to foetuses in goo. Bender reverts to a CD of Bending Unit Blueprints.] Quick! Get them into the fountain!
",63,4,9
"13471","Farnsworth: Thanks for the help, Weewa. Once we're gwown up, you can go back to your famiwy. We'wl never bother you again.
",63,4,9
"13472","Leela: Well, you could bother me a little.
",63,4,9
"13473","Farnsworth: It's working! Hooray! [He starts to lose his grip.] I can't hold on!
",63,4,9
"13474","Leela: I'm coming in after you!
",63,4,9
"13475","Farnsworth: [shouting] No, Leela! You can't give up your childhood! You'll never have another chance at it!
",63,4,9
"13476","Fry: We did it! We're the right ages again!
",63,4,9
"13477","Leela: I think I might be a couple years younger.
",63,4,9
"13478","Amy: Oh, me too!
",63,4,9
"13479","Farnsworth: [shouting] Help! I'm still in mid-peril, you clods!
",63,4,9
"13480","Leela: He's too far out! We can't reach him!
",63,4,9
"13481","Farnsworth: [shouting] With my last breath I curse Zoidberg! [He disappears into the vortex. Pazuzu comes out from under the ships wing and flies in and saves him.] Pazuzu! Oh, you came back to me!
",63,4,9
"13482","Hermes: Are you back to your original age, Professor?
",63,4,9
"13483","Farnsworth: Even older! Huzzah!
",63,4,9
"13484","Fry: I'm sorry you had to give up being a kid, Leela.
",63,4,9
"13485","Leela: Well, I guess every adult wants to be a kid again sometimes. But I worked hard to be the person I am.
",63,4,9
"13486","Fry: The fabulous person!
",63,4,9
"13487","Leela: With friends like you guys--
",63,4,9
"13488","Fry: Fabulous friends!
",63,4,9
"13489","Leela: And I'm really happy I have that life back.
",63,4,9
"13490","Farnsworth: And you, my faithful fiend! How can I ever repay you?
",63,4,9
"13491","Pazuzu: [""French"" accent] And zat, little one, is how Papa gained his freedom. Now, bonne nuit, bonne nuit to you all!
",63,4,9
"13492","Fry: Delivery boy Philip J. Fry, reporting for duty.
",64,4,10
"13493","Zoidberg: Dr. Zoidberg, soaking in brine.
",64,4,10
"13494","Fry: What is the meaning of this? We've got a delivery, people. Let's move! Let's move! [Amy and Zoidberg hop to it. Zoidberg woops.] Amy? Mission profile? [She hands him a card and he moves it backwards and forwards. The card is a hologram of a stick person handing a parcel to a dragon.] Interesting, interesting. Dr. Zoidberg, mission bag?
",64,4,10
"13495","Zoidberg: Packed and ready, sir.
",64,4,10
"13496","Fry: What's this? This is the same toy surprise I got last time! [He throws it back at Zoidberg.] I can't work under these conditions. And without me there is no mission. I am the mission!
",64,4,10
"13497","Leela: [shouting] We're back from the mission!
",64,4,10
"13498","Fry: Wh-What? You went without me?
",64,4,10
"13499","Bender: [shouting] You were looking up curse words in the dictionary. It seemed like a better use of your time.
",64,4,10
"13500","Fry: But-- But I'm the delivery boy.
",64,4,10
"13501","Leela: Don't worry. Everything went fine.
",64,4,10
"13502","Bender: Better than usual!
",64,4,10
"13503","Leela: We got medals! Good work, team! We really pulled together on this one.
",64,4,10
"13504","Zoidberg: [whispering] They got medals.
",64,4,10
"13505","Fry: I'm real sorry I missed the mission. I wasn't there and you might have needed me.
",64,4,10
"13506","Bender: Nope.
",64,4,10
"13507","Fry: But if I'd been there I--
",64,4,10
"13508","Bender: Nope.
",64,4,10
"13509","Fry: Look--
",64,4,10
"13510","Bender: Nope.
",64,4,10
"13511","Fry: Bender's great--
",64,4,10
"13512","Bender: Nope!
",64,4,10
"13513","Fry: Listen, Leela, let me make it up by taking you out to dinner tonight.
",64,4,10
"13514","Leela: Nope. [She closes her locker door.] I've got a date with Chaz.
",64,4,10
"13515","Fry: Chaz?
",64,4,10
"13516","Leela: I met him at that charity cock fight last week. He's the mayor's aide.
",64,4,10
"13517","Bender: Ooh! You go, mutant girl!
",64,4,10
"13518","Leela: I do go! He's a very important man.
",64,4,10
"13519","Fry: So? I'm just as important as him. [Leela and Bender stare.] It's just that, the kind of importance I have ... it doesn't matter if I [quietly] don't do it.
",64,4,10
"13520","Fry: I'm nobody. There are guys in the background of Mary Worth comics who are more important than me.
",64,4,10
"13521","Bender: Ah, buck up, meatloaf. Bender'll take you out tonight and cheer you up. What do you wanna do? And I mean anything. You have the power! Name it and I'm there. You the man!
",64,4,10
"13522","Fry: Um, OK. Let's go bowling.
",64,4,10
"13523","Bender: Nah.
",64,4,10
"13524","Elzar: Table for two? Step right this way.
",64,4,10
"13525","Chaz: I'm afraid we don't have a reservation but, uh, as you can see ... [He pulls out his badge.] ... I'm the mayor's aide. Table for two, please.
",64,4,10
"13526","Elzar: OK then.
",64,4,10
"13527","Elzar: Bam!
",64,4,10
"13528","Chaz: It's OK, my man. I got you covered on your next health inspection.
",64,4,10
"13529","Elzar: I really appreciate that, mister mayor's aide. [He wipes the cockroach off the bread and puts it down on the table.] Here you go. Compliments of the house.
",64,4,10
"13530","Leela: Wow! Free bread at a restaurant? Is there anything you can't do?
",64,4,10
"13531","Chaz: I can't fail the mayor. Not ever.
",64,4,10
"13532","Fry: Oh, jeez! Better not let Leela see me.
",64,4,10
"13533","Leela: Hey, I hear Fry. [She walks over to him.] Boy, am I glad you're here.
",64,4,10
"13534","Fry: You are? So things aren't working out with whatshisname?
",64,4,10
"13535","Leela: Actually ... they are! Confidentially, I might not make it back to my apartment tonight! Could you walk Nibbler for me?
",64,4,10
"13536","Fry: Um ... uh...
",64,4,10
"13537","Leela: And bring a baggy in case he drops a steamer. [shouting] Have a great night!
",64,4,10
"13538","Fry: Oh, no! Please! No! [The ground shakes as Nibbler drops one.] Perfect!
",64,4,10
"13539","Smitty: Whoa! Smells like a 289 in progress.
",64,4,10
"13540","URL: Failure to scoop. Aw, yeah!
",64,4,10
"13541","Fry: Wait! I'm trying. It weighs as much as a thousand suns.
",64,4,10
"13542","Chaz: [shouting] Don't worry, Fry. I'll pull some strings -- see if I can't get you tried as a juvenile.
",64,4,10
"13543","Leela: Oh, Chaz!
",64,4,10
"13544","Fry: I'm as worthless as this trash can.
",64,4,10
"13545","Trash Can: You think I'm as worthless as you? Try catching garbage in your head and raising six kids, you dumb townie!
",64,4,10
"13546","Fry: Oh, Nibbler, at least I'm important to you. Even if it's only 'cause I clean up you poop.
",64,4,10
"13547","Nibbler: The poop eradication is but one aspect of your importance.
",64,4,10
"13548","Fry: D-D-Did you just talk?
",64,4,10
"13549","Nibbler: Indeed. And I have other amazing powers as well.
",64,4,10
"13550","Fry: Like what?
",64,4,10
"13551","Fry: Are you my mommy?
",64,4,10
"13552","Nibbler: Negative.
",64,4,10
"13553","Fiona: Welcome, Lord Nibbler.
",64,4,10
"13554","Nibbler: Welcome acknowledged. I bring with me ... the Mighty One.
",64,4,10
"13555","Fry: Eh?
",64,4,10
"13556","Ken: At last, our centuries upon centuries of waiting have achieved fruition.
",64,4,10
"13557","Fry: Aw! Aren't you a fuzzy wittle guy?
",64,4,10
"13558","Ken: Stop that! Uh, please. Your Mightiness--
",64,4,10
"13559","Fry: Mightiness? Are you off your nut? I just got kidnapped by a bunch of guinea pigs.
",64,4,10
"13560","Ken: Does he not know?
",64,4,10
"13561","Nibbler: He does not know.
",64,4,10
"13562","Fiona: He knows not?
",64,4,10
"13563","Nibbler: Knows not does he.
",64,4,10
"13564","Nibblonian: Not he know--
",64,4,10
"13565","Ken: Enough! Fry, it is my duty to inform you that the fate of humanity, the fate of our race, indeed the fate of all that exists and ever will exist rests with you. You are the single most important person in the universe.
",64,4,10
